交易代码,机构名称,分析师名称,评级日期,评级有效期截止日,本次评级,前次评级,类型名称,分类
799,东北证券,李强,2018-04-24,20181024.0,买入,增持,调高,评级变动方向
826,群益证券,宋秋忆,2018-08-07,20190207.0,买入,中性,调高,评级变动方向
852,中泰证券,王华君,2018-10-26,20191026.0,买入,,调高,评级变动方向
860,中银国际,汤玮亮,2018-02-02,20180802.0,买入,增持,调高,评级变动方向
860,国海证券,余春生,2018-08-15,20190215.0,买入,,调高,评级变动方向
877,天风证券,盛昌盛,2018-08-10,20190210.0,买入,,调高,评级变动方向
895,西南证券,朱会振,2018-08-15,20190215.0,买入,,调高,评级变动方向
895,东北证券,李强,2018-12-24,20190624.0,买入,增持,调高,评级变动方向
938,太平洋证券,王文龙,2018-04-12,20181012.0,买入,,调高,评级变动方向
960,太平洋证券,黄付生,2018-04-27,20181027.0,买入,,调高,评级变动方向
960,长江证券,葛军,2018-11-13,20191113.0,买入,,调高,评级变动方向
961,东吴证券,齐东,2018-08-14,20190214.0,买入,,调高,评级变动方向
977,太平洋证券,王文龙,2018-01-24,20180724.0,买入,,调高,评级变动方向
977,广发证券,刘雪峰,2018-11-07,20191107.0,买入,谨慎增持,调高,评级变动方向
999,天风证券,王金成,2018-08-23,20190223.0,买入,增持,调高,评级变动方向
1872,天风证券,姜明,2018-06-21,20181221.0,买入,,调高,评级变动方向
1979,西南证券,胡华如,2018-03-27,20180927.0,买入,,调高,评级变动方向
2001,浙商证券,陈亚天,2018-12-03,20190603.0,买入,增持,调高,评级变动方向
2003,东方证券,施红梅,2018-01-04,20190104.0,买入,,调高,评级变动方向
2007,东北证券,崔洁铭,2018-03-27,20180927.0,买入,增持,调高,评级变动方向
2007,中泰证券,江琦,2018-05-15,20190515.0,买入,,调高,评级变动方向
2007,国金证券,李敬雷,2018-08-26,20190826.0,买入,增持,调高,评级变动方向
2007,西部证券,王艳茹,2018-11-01,20191101.0,买入,增持,调高,评级变动方向
2019,安信证券,盛丽华,2018-05-01,20181101.0,买入,,调高,评级变动方向
2024,华泰证券,张坚,2018-04-02,20181002.0,买入,增持,调高,评级变动方向
2024,山西证券,谷茜,2018-08-31,20190228.0,买入,,调高,评级变动方向
2027,华金证券,付宇娣,2018-01-11,20180711.0,买入,,调高,评级变动方向
2027,中银国际,刘昊涯,2018-05-08,20181108.0,买入,增持,调高,评级变动方向
2033,东方证券,王克宇,2018-07-16,20190716.0,买入,,调高,评级变动方向
2035,财通证券,洪吉然,2018-10-23,20190423.0,买入,,调高,评级变动方向
2036,国信证券,欧阳仕华,2018-03-30,20180930.0,买入,,调高,评级变动方向
2041,国海证券,王玮,2018-02-08,20180808.0,买入,,调高,评级变动方向
2044,天风证券,郑薇,2018-02-11,20180811.0,买入,增持,调高,评级变动方向
2044,联讯证券,李志新,2018-09-28,20190328.0,买入,,调高,评级变动方向
2050,西南证券,朱会振,2018-04-15,20181015.0,买入,,调高,评级变动方向
2061,中信建投,罗婷,2018-01-03,20180703.0,买入,,调高,评级变动方向
2080,天风证券,盛昌盛,2018-12-18,20190618.0,买入,,调高,评级变动方向
2126,东北证券,刘军,2018-01-23,20180723.0,买入,增持,调高,评级变动方向
2127,国金证券,张斌,2018-03-07,20190307.0,买入,增持,调高,评级变动方向
2142,申万宏源,谢云霞,2018-02-04,20180804.0,买入,,调高,评级变动方向
2146,东北证券,高建,2018-07-10,20190110.0,买入,增持,调高,评级变动方向
2153,中银国际,宋彬,2018-01-08,20190108.0,买入,谨慎买入,调高,评级变动方向
2157,东北证券,李强,2018-08-11,20190211.0,买入,中性,调高,评级变动方向
2158,华泰证券,肖群稀,2018-04-13,20181013.0,买入,增持,调高,评级变动方向
2171,天风证券,杨诚笑,2018-05-08,20181108.0,买入,,调高,评级变动方向
2174,安信证券,焦娟,2018-11-20,20190520.0,买入,,调高,评级变动方向
2179,东北证券,刘军,2018-08-26,20190226.0,买入,增持,调高,评级变动方向
2183,华泰证券,郑路,2018-02-27,20180827.0,买入,增持,调高,评级变动方向
2191,安信证券,周文波,2018-08-24,20190224.0,买入,,调高,评级变动方向
2191,天风证券,吴立,2018-12-07,20190607.0,买入,,调高,评级变动方向
2195,安信证券,胡又文,2018-04-23,20181023.0,买入,,调高,评级变动方向
2202,华金证券,林帆,2018-03-21,20180921.0,买入,,调高,评级变动方向
2202,渤海证券,刘瑀,2018-09-27,20190327.0,买入,增持,调高,评级变动方向
2203,天风证券,杨诚笑,2018-05-20,20181120.0,买入,,调高,评级变动方向
2223,中泰证券,江琦,2018-08-12,20190812.0,买入,,调高,评级变动方向
2228,中信建投,花小伟,2018-02-08,20180808.0,买入,,调高,评级变动方向
2228,申万宏源,屠亦婷,2018-06-07,20181207.0,买入,,调高,评级变动方向
2233,华泰证券,鲍荣富,2018-03-13,20180913.0,买入,增持,调高,评级变动方向
2233,东北证券,刘立喜,2018-08-08,20190208.0,买入,增持,调高,评级变动方向
2235,安信证券,焦娟,2018-07-26,20190126.0,买入,,调高,评级变动方向
2242,中信建投,黄瑜,2018-04-24,20181024.0,买入,,调高,评级变动方向
2242,西南证券,朱会振,2018-10-21,20190421.0,买入,,调高,评级变动方向
2262,天风证券,王金成,2018-10-23,20190423.0,买入,增持,调高,评级变动方向
2271,联讯证券,刘萍,2018-04-24,20181024.0,买入,,调高,评级变动方向
2273,联讯证券,王凤华,2018-09-18,20190318.0,买入,,调高,评级变动方向
2285,西南证券,胡华如,2018-02-28,20180831.0,买入,,调高,评级变动方向
2285,中信证券,陈聪,2018-04-02,20181002.0,买入,,调高,评级变动方向
2293,东方证券,施红梅,2018-01-08,20190108.0,买入,,调高,评级变动方向
2293,天风证券,郭彬,2018-02-13,20180813.0,买入,,调高,评级变动方向
2299,太平洋证券,程晓东,2018-05-03,20181103.0,买入,,调高,评级变动方向
2299,长江证券,陈佳,2018-07-13,20190713.0,买入,,调高,评级变动方向
2303,东北证券,唐凯,2018-08-15,20190215.0,买入,增持,调高,评级变动方向
2304,国海证券,余春生,2018-02-23,20180823.0,买入,,调高,评级变动方向
2304,中信建投,安雅泽,2018-08-30,20190228.0,买入,,调高,评级变动方向
2304,西南证券,朱会振,2018-11-28,20190528.0,买入,,调高,评级变动方向
2313,中信证券,郑泽科,2018-02-09,20180809.0,买入,,调高,评级变动方向
2313,渤海证券,徐勇,2018-08-30,20190228.0,买入,增持,调高,评级变动方向
2327,信达证券,李丹,2018-01-17,20180717.0,买入,增持,调高,评级变动方向
2341,光大证券,裘孝锋,2018-01-03,20190103.0,买入,,调高,评级变动方向
2352,东北证券,瞿永忠,2018-08-07,20190207.0,买入,增持,调高,评级变动方向
2352,中信证券,刘正,2018-09-04,20190304.0,买入,,调高,评级变动方向
2353,太平洋证券,刘瑜,2018-02-27,20180827.0,买入,,调高,评级变动方向
2353,群益证券,罗健,2018-04-09,20181009.0,买入,,调高,评级变动方向
2353,东吴证券,陈显帆,2018-08-04,20190204.0,买入,,调高,评级变动方向
2358,国海证券,谭倩,2018-12-03,20190603.0,买入,,调高,评级变动方向
2370,太平洋证券,杜佐远,2018-06-21,20181221.0,买入,,调高,评级变动方向
2371,东北证券,刘军,2018-07-28,20190128.0,买入,增持,调高,评级变动方向
2376,天风证券,沈海兵,2018-02-05,20180805.0,买入,,调高,评级变动方向
2384,国信证券,欧阳仕华,2018-10-22,20190422.0,买入,,调高,评级变动方向
2385,太平洋证券,程晓东,2018-04-02,20181002.0,买入,,调高,评级变动方向
2402,西南证券,刘言,2018-04-20,20181020.0,买入,,调高,评级变动方向
2409,中信证券,王喆,2018-10-29,20190429.0,买入,,调高,评级变动方向
2415,中信建投,黄瑜,2018-04-24,20181024.0,买入,,调高,评级变动方向
2419,申万宏源,王俊杰,2018-02-28,20180831.0,买入,,调高,评级变动方向
2422,渤海证券,赵波,2018-09-28,20190328.0,买入,增持,调高,评级变动方向
2439,中信建投,武超则,2018-02-01,20180801.0,买入,,调高,评级变动方向
2439,太平洋证券,王文龙,2018-03-27,20180927.0,买入,,调高,评级变动方向
2456,山西证券,张红兵,2018-04-24,20181024.0,买入,,调高,评级变动方向
2456,Citigroup,Arthur Lai,2018-05-03,20190503.0,买入,中性,调高,评级变动方向
2456,华金证券,蔡景彦,2018-07-24,20190124.0,买入,,调高,评级变动方向
2456,国元证券,常格非,2018-08-07,20190207.0,买入,,调高,评级变动方向
2458,国海证券,王玮,2018-04-27,20181027.0,买入,,调高,评级变动方向
2460,中银国际,沈成,2018-04-03,20181003.0,买入,增持,调高,评级变动方向
2466,太平洋证券,张文臣,2018-05-20,20181120.0,买入,,调高,评级变动方向
2468,东北证券,瞿永忠,2018-08-24,20190224.0,买入,增持,调高,评级变动方向
2475,联讯证券,王凤华,2018-08-26,20190226.0,买入,,调高,评级变动方向
2480,太平洋证券,刘国清,2018-10-25,20190425.0,买入,,调高,评级变动方向
2491,天风证券,唐海清,2018-03-30,20180930.0,买入,增持,调高,评级变动方向
2508,东北证券,唐凯,2018-03-25,20180925.0,买入,增持,调高,评级变动方向
2508,海通证券,陈子仪,2018-04-11,20181011.0,买入,,调高,评级变动方向
2511,国海证券,谭倩,2018-04-25,20181025.0,买入,,调高,评级变动方向
2511,中银国际,杨志威,2018-12-21,20190621.0,买入,增持,调高,评级变动方向
2529,长城国瑞证券,黄文忠,2018-05-02,20181102.0,买入,增持,调高,评级变动方向
2543,西南证券,龚梦泓,2018-10-25,20190425.0,买入,,调高,评级变动方向
2550,东北证券,刘舒畅,2018-03-26,20180926.0,买入,增持,调高,评级变动方向
2550,天风证券,王金成,2018-08-26,20190226.0,买入,增持,调高,评级变动方向
2557,国金证券,申晟,2018-04-21,20190421.0,买入,增持,调高,评级变动方向
2557,长江证券,刘颜,2018-05-21,20190521.0,买入,,调高,评级变动方向
2557,东北证券,李强,2018-08-13,20190213.0,买入,增持,调高,评级变动方向
2557,安信证券,苏铖,2018-11-15,20190515.0,买入,,调高,评级变动方向
2563,中信建投,史琨,2018-03-21,20180921.0,买入,,调高,评级变动方向
2563,中信证券,薛缘,2018-04-27,20181027.0,买入,,调高,评级变动方向
2563,华金证券,王冯,2018-05-07,20181107.0,买入,,调高,评级变动方向
2567,太平洋证券,程晓东,2018-08-27,20190227.0,买入,,调高,评级变动方向
2572,群益证券,顾向君,2018-04-17,20181017.0,买入,中性,调高,评级变动方向
2587,东北证券,王建伟,2018-03-01,20180901.0,买入,增持,调高,评级变动方向
2594,Citigroup,Jeff Chung,2018-01-29,20190129.0,买入,中性,调高,评级变动方向
2599,中信证券,姜娅,2018-05-10,20181110.0,买入,,调高,评级变动方向
2609,天风证券,沈海兵,2018-07-26,20190126.0,买入,增持,调高,评级变动方向
2612,光大证券,李婕,2018-01-02,20190102.0,买入,,调高,评级变动方向
2614,长城国瑞证券,黄文忠,2018-07-02,20190102.0,买入,中性,调高,评级变动方向
2624,华金证券,付宇娣,2018-04-03,20181003.0,买入,,调高,评级变动方向
2643,太平洋证券,杨伟,2018-03-29,20180929.0,买入,,调高,评级变动方向
2644,西南证券,朱国广,2018-01-26,20180726.0,买入,,调高,评级变动方向
2645,国海证券,冯胜,2018-03-14,20180914.0,买入,,调高,评级变动方向
2648,东北证券,刘军,2018-08-09,20190209.0,买入,增持,调高,评级变动方向
2661,国海证券,余春生,2018-05-10,20181110.0,买入,,调高,评级变动方向
2668,广发证券,刘雪峰,2018-04-23,20190423.0,买入,谨慎增持,调高,评级变动方向
2677,广发证券,曾婵,2018-02-24,20190224.0,买入,谨慎增持,调高,评级变动方向
2677,东北证券,唐凯,2018-04-20,20181020.0,买入,增持,调高,评级变动方向
2690,国海证券,冯胜,2018-07-02,20190102.0,买入,,调高,评级变动方向
2696,西南证券,朱芸,2018-04-26,20181026.0,买入,,调高,评级变动方向
2696,中泰证券,范欣悦,2018-06-26,20190626.0,买入,,调高,评级变动方向
2697,华泰证券,丁浙川,2018-10-19,20190419.0,买入,增持,调高,评级变动方向
2705,天风证券,蔡雯娟,2018-12-12,20190612.0,买入,,调高,评级变动方向
2706,西南证券,谭菁,2018-03-22,20180922.0,买入,,调高,评级变动方向
2707,中信证券,姜娅,2018-07-17,20190117.0,买入,,调高,评级变动方向
2717,中银国际,王钦,2018-08-20,20190220.0,买入,增持,调高,评级变动方向
2727,中信证券,田加强,2018-04-26,20181026.0,买入,,调高,评级变动方向
2747,华金证券,范益民,2018-07-06,20190106.0,买入,,调高,评级变动方向
2769,中信证券,吴彦丰,2018-02-07,20180807.0,买入,,调高,评级变动方向
2769,东北证券,王晓艳,2018-03-01,20180901.0,买入,增持,调高,评级变动方向
2773,联讯证券,李晨光,2018-10-23,20190423.0,买入,,调高,评级变动方向
2775,华泰证券,鲍荣富,2018-04-26,20181026.0,买入,增持,调高,评级变动方向
2787,东北证券,唐凯,2018-01-17,20180717.0,买入,增持,调高,评级变动方向
2798,西南证券,蔡欣,2018-01-09,20180709.0,买入,,调高,评级变动方向
2798,广发证券,邹戈,2018-04-23,20190423.0,买入,谨慎增持,调高,评级变动方向
2798,华泰证券,陈羽锋,2018-07-11,20190111.0,买入,增持,调高,评级变动方向
2812,华金证券,肖索,2018-07-13,20190113.0,买入,,调高,评级变动方向
2818,广发证券,洪涛,2018-08-21,20190821.0,买入,谨慎增持,调高,评级变动方向
2831,东北证券,唐凯,2018-08-26,20190226.0,买入,增持,调高,评级变动方向
2831,中泰证券,蒋正山,2018-09-26,20190926.0,买入,,调高,评级变动方向
2831,西南证券,蔡欣,2018-10-29,20190429.0,买入,,调高,评级变动方向
2832,申万宏源,王立平,2018-04-23,20181023.0,买入,,调高,评级变动方向
2832,国信证券,张峻豪,2018-08-20,20190220.0,买入,,调高,评级变动方向
2842,东北证券,刘立喜,2018-01-30,20180730.0,买入,增持,调高,评级变动方向
2842,太平洋证券,杨坤河,2018-08-24,20190224.0,买入,,调高,评级变动方向
2851,太平洋证券,张文臣,2018-10-29,20190429.0,买入,,调高,评级变动方向
2859,申万宏源,马晓天,2018-08-21,20190221.0,买入,,调高,评级变动方向
2859,国信证券,欧阳仕华,2018-10-26,20190426.0,买入,,调高,评级变动方向
2867,太平洋证券,黄付生,2018-02-26,20180826.0,买入,,调高,评级变动方向
2867,天风证券,刘章明,2018-04-17,20181017.0,买入,,调高,评级变动方向
2867,中信证券,徐晓芳,2018-09-01,20190301.0,买入,,调高,评级变动方向
2891,中信证券,盛夏,2018-12-07,20190607.0,买入,,调高,评级变动方向
2896,国海证券,冯胜,2018-05-07,20181107.0,买入,,调高,评级变动方向
2912,光大证券,石崎良,2018-10-25,20191025.0,买入,,调高,评级变动方向
2920,东北证券,闻学臣,2018-02-23,20180823.0,买入,增持,调高,评级变动方向
300001,中信证券,弓永峰,2018-12-07,20190607.0,买入,,调高,评级变动方向
300003,天风证券,郑薇,2018-01-07,20180707.0,买入,,调高,评级变动方向
300003,东北证券,崔洁铭,2018-10-30,20190430.0,买入,增持,调高,评级变动方向
300009,安信证券,崔文亮,2018-03-26,20180926.0,买入,,调高,评级变动方向
300009,安信证券,崔文亮,2018-04-25,20181025.0,买入,,调高,评级变动方向
300014,中银国际,沈成,2018-08-03,20190203.0,买入,增持,调高,评级变动方向
300014,国海证券,谭倩,2018-11-05,20190505.0,买入,,调高,评级变动方向
300015,财通证券,张文录,2018-07-19,20190119.0,买入,,调高,评级变动方向
300016,天风证券,郑薇,2018-01-05,20180705.0,买入,,调高,评级变动方向
300017,广发证券,刘雪峰,2018-08-24,20190824.0,买入,谨慎增持,调高,评级变动方向
300027,群益证券,胡嘉铭,2018-02-27,20180827.0,买入,中性,调高,评级变动方向
300037,东北证券,笪佳敏,2018-03-14,20180914.0,买入,增持,调高,评级变动方向
300037,中信建投,黎韬扬,2018-07-16,20190116.0,买入,,调高,评级变动方向
300054,国海证券,王凌涛,2018-06-25,20181225.0,买入,,调高,评级变动方向
300057,国盛证券,丁琼,2018-09-16,20190316.0,买入,,调高,评级变动方向
300059,东北证券,闻学臣,2018-03-19,20180919.0,买入,增持,调高,评级变动方向
300068,申万宏源,韩启明,2018-12-07,20190607.0,买入,增持,调高,评级变动方向
300072,东北证券,刘军,2018-04-20,20181020.0,买入,增持,调高,评级变动方向
300073,太平洋证券,张文臣,2018-08-28,20190228.0,买入,,调高,评级变动方向
300073,山西证券,张红兵,2018-10-23,20190423.0,买入,,调高,评级变动方向
300098,中信证券,顾海波,2018-04-03,20181003.0,买入,,调高,评级变动方向
300107,中信建投,罗婷,2018-02-13,20180813.0,买入,,调高,评级变动方向
300113,财通证券,陶冶,2018-01-29,20180729.0,买入,,调高,评级变动方向
300113,安信证券,焦娟,2018-03-27,20180927.0,买入,,调高,评级变动方向
300113,申万宏源,周建华,2018-04-19,20181019.0,买入,增持,调高,评级变动方向
300121,浙商证券,杨云,2018-01-10,20180710.0,买入,增持,调高,评级变动方向
300124,渤海证券,刘瑀,2018-09-14,20190314.0,买入,增持,调高,评级变动方向
300124,联讯证券,韩晨,2018-10-24,20190424.0,买入,,调高,评级变动方向
300133,中银国际,刘昊涯,2018-03-07,20180907.0,买入,增持,调高,评级变动方向
300136,西南证券,王国勋,2018-01-17,20180717.0,买入,,调高,评级变动方向
300137,中原证券,顾敏豪,2018-07-25,20190125.0,买入,,调高,评级变动方向
300137,光大证券,殷中枢,2018-10-31,20191031.0,买入,,调高,评级变动方向
300164,中泰证券,王华君,2018-10-30,20191030.0,买入,,调高,评级变动方向
300170,浙商证券,耿军军,2018-09-14,20190314.0,买入,增持,调高,评级变动方向
300178,天风证券,刘章明,2018-04-09,20181009.0,买入,,调高,评级变动方向
300188,太平洋证券,王文龙,2018-01-25,20180725.0,买入,,调高,评级变动方向
300192,中泰证券,范欣悦,2018-02-01,20190201.0,买入,,调高,评级变动方向
300192,国盛证券,鞠兴海,2018-07-01,20190101.0,买入,,调高,评级变动方向
300203,中原证券,顾敏豪,2018-06-04,20181204.0,买入,,调高,评级变动方向
300207,联讯证券,王凤华,2018-10-26,20190426.0,买入,,调高,评级变动方向
300225,天风证券,潘暕,2018-01-24,20180724.0,买入,,调高,评级变动方向
300226,中信证券,张若海,2018-07-16,20190116.0,买入,,调高,评级变动方向
300226,西部证券,刘浩,2018-10-29,20191029.0,买入,增持,调高,评级变动方向
300230,太平洋证券,杨伟,2018-05-31,20181130.0,买入,,调高,评级变动方向
300233,财通证券,张文录,2018-04-01,20181001.0,买入,,调高,评级变动方向
300251,华金证券,付宇娣,2018-04-22,20181022.0,买入,,调高,评级变动方向
300251,国海证券,谭倩,2018-05-02,20181102.0,买入,增持,调高,评级变动方向
300251,中银国际,刘昊涯,2018-10-26,20190426.0,买入,增持,调高,评级变动方向
300253,太平洋证券,王文龙,2018-02-01,20180801.0,买入,,调高,评级变动方向
300258,财通证券,彭勇,2018-07-04,20190104.0,买入,,调高,评级变动方向
300259,国海证券,冯胜,2018-02-23,20180823.0,买入,,调高,评级变动方向
300261,国金证券,蒲强,2018-11-30,20191130.0,买入,增持,调高,评级变动方向
300263,华泰证券,王宗超,2018-10-18,20190418.0,买入,增持,调高,评级变动方向
300271,天风证券,沈海兵,2018-03-20,20180920.0,买入,增持,调高,评级变动方向
300284,光大证券,孙伟风,2018-07-31,20190731.0,买入,,调高,评级变动方向
300284,东北证券,刘立喜,2018-08-01,20190201.0,买入,增持,调高,评级变动方向
300285,中信建投,罗婷,2018-07-20,20190120.0,买入,,调高,评级变动方向
300294,国信证券,谢长雁,2018-08-17,20190217.0,买入,,调高,评级变动方向
300308,天风证券,唐海清,2018-09-11,20190311.0,买入,,调高,评级变动方向
300310,中信建投,武超则,2018-04-04,20181004.0,买入,,调高,评级变动方向
300316,国海证券,冯胜,2018-08-14,20190214.0,买入,,调高,评级变动方向
300339,太平洋证券,朱悦如,2018-06-04,20181204.0,买入,,调高,评级变动方向
300347,光大证券,林小伟,2018-12-25,20191225.0,买入,,调高,评级变动方向
300348,中信建投,武超则,2018-03-12,20180912.0,买入,,调高,评级变动方向
300349,国海证券,冯胜,2018-01-03,20180703.0,买入,,调高,评级变动方向
300373,中信建投,黄瑜,2018-07-23,20190123.0,买入,,调高,评级变动方向
300375,太平洋证券,白宇,2018-04-16,20181016.0,买入,,调高,评级变动方向
300383,光大证券,田明华,2018-03-19,20190319.0,买入,,调高,评级变动方向
300384,东方证券,赵辰,2018-11-01,20191101.0,买入,,调高,评级变动方向
300388,国海证券,谭倩,2018-02-28,20180831.0,买入,,调高,评级变动方向
300388,安信证券,邵琳琳,2018-04-20,20181020.0,买入,,调高,评级变动方向
300388,山西证券,张红兵,2018-06-04,20181204.0,买入,,调高,评级变动方向
300389,东北证券,王建伟,2018-08-27,20190227.0,买入,增持,调高,评级变动方向
300395,太平洋证券,刘倩倩,2018-01-27,20180727.0,买入,,调高,评级变动方向
300396,国海证券,胡博新,2018-07-13,20190113.0,买入,,调高,评级变动方向
300398,太平洋证券,杨伟,2018-02-27,20180827.0,买入,,调高,评级变动方向
300398,中信建投,罗婷,2018-04-18,20181018.0,买入,,调高,评级变动方向
300401,天风证券,杨烨辉,2018-02-04,20180804.0,买入,,调高,评级变动方向
300408,中信建投,黄瑜,2018-01-09,20180709.0,买入,,调高,评级变动方向
300408,中信建投国际,Steven Liu,2018-02-07,20190207.0,买入,,调高,评级变动方向
300413,中银国际,刘昊涯,2018-09-01,20190301.0,买入,增持,调高,评级变动方向
300413,西部证券,李艳丽,2018-10-28,20191028.0,买入,增持,调高,评级变动方向
300422,安信证券,邵琳琳,2018-04-25,20181025.0,买入,,调高,评级变动方向
300427,华泰证券,何亮,2018-03-02,20180902.0,买入,,调高,评级变动方向
300433,联讯证券,王凤华,2018-01-10,20180710.0,买入,,调高,评级变动方向
300451,东北证券,闻学臣,2018-02-08,20180808.0,买入,增持,调高,评级变动方向
300451,中信证券,张若海,2018-07-02,20190102.0,买入,,调高,评级变动方向
300451,太平洋证券,王文龙,2018-08-07,20190207.0,买入,,调高,评级变动方向
300454,中信建投,武超则,2018-10-29,20190429.0,买入,,调高,评级变动方向
300458,华金证券,蔡景彦,2018-08-28,20190228.0,买入,,调高,评级变动方向
300467,西南证券,刘言,2018-04-25,20181025.0,买入,,调高,评级变动方向
300476,申万宏源,骆思远,2018-04-26,20181026.0,买入,,调高,评级变动方向
300481,中信建投,郑勇,2018-11-12,20190512.0,买入,,调高,评级变动方向
300482,天风证券,郑薇,2018-05-02,20181102.0,买入,,调高,评级变动方向
300498,东北证券,李强,2018-01-12,20180712.0,买入,增持,调高,评级变动方向
300498,联讯证券,石山虎,2018-08-15,20190215.0,买入,,调高,评级变动方向
300498,中信建投,花小伟,2018-10-09,20190409.0,买入,,调高,评级变动方向
300506,天风证券,唐笑,2018-03-28,20180928.0,买入,,调高,评级变动方向
300511,西南证券,朱会振,2018-07-23,20190123.0,买入,,调高,评级变动方向
300529,天风证券,郑薇,2018-11-15,20190515.0,买入,,调高,评级变动方向
300531,安信证券,胡又文,2018-12-15,20190615.0,买入,,调高,评级变动方向
300532,太平洋证券,刘国清,2018-07-12,20190112.0,买入,,调高,评级变动方向
300558,财通证券,张文录,2018-05-29,20181129.0,买入,,调高,评级变动方向
300559,国金证券,吴劲草,2018-10-28,20191028.0,买入,增持,调高,评级变动方向
300571,西南证券,刘言,2018-05-16,20181116.0,买入,,调高,评级变动方向
300595,西部证券,王艳茹,2018-03-24,20190324.0,买入,增持,调高,评级变动方向
300595,浙商证券,曹梦悦,2018-08-22,20190222.0,买入,增持,调高,评级变动方向
300602,东北证券,王建伟,2018-10-29,20190429.0,买入,增持,调高,评级变动方向
300607,国海证券,冯胜,2018-01-08,20180708.0,买入,,调高,评级变动方向
300607,长城国瑞证券,黄文忠,2018-08-30,20190228.0,买入,增持,调高,评级变动方向
300616,东吴证券,史凡可,2018-04-23,20181023.0,买入,,调高,评级变动方向
300616,安信证券,周文波,2018-10-30,20190430.0,买入,,调高,评级变动方向
300628,国信证券,程成,2018-04-25,20181025.0,买入,,调高,评级变动方向
300628,国信证券,程成,2018-05-04,20181104.0,买入,,调高,评级变动方向
300633,中泰证券,江琦,2018-08-05,20190805.0,买入,,调高,评级变动方向
300637,西南证券,黄景文,2018-04-30,20181031.0,买入,,调高,评级变动方向
300655,太平洋证券,杨伟,2018-10-22,20190422.0,买入,,调高,评级变动方向
300655,东北证券,陈俊杰,2018-12-03,20190603.0,买入,增持,调高,评级变动方向
300662,中泰证券,范欣悦,2018-01-30,20190130.0,买入,,调高,评级变动方向
300662,东北证券,李慧,2018-02-06,20180806.0,买入,增持,调高,评级变动方向
300699,广发证券,胡正洋,2018-10-24,20191024.0,买入,谨慎增持,调高,评级变动方向
300700,国海证券,冯胜,2018-02-27,20180827.0,买入,,调高,评级变动方向
300724,国海证券,冯胜,2018-12-27,20190627.0,买入,,调高,评级变动方向
300732,天风证券,唐笑,2018-08-15,20190215.0,买入,增持,调高,评级变动方向
600009,东北证券,瞿永忠,2018-01-10,20180710.0,买入,增持,调高,评级变动方向
600009,广发证券,关鹏,2018-08-31,20190831.0,买入,谨慎增持,调高,评级变动方向
600009,华泰证券,沈晓峰,2018-10-30,20190430.0,买入,增持,调高,评级变动方向
600011,光大证券,王威,2018-03-28,20190328.0,买入,,调高,评级变动方向
600011,群益证券,宋秋忆,2018-07-18,20190118.0,买入,中性,调高,评级变动方向
600011,广发证券,蒋昕昊,2018-08-03,20190803.0,买入,谨慎增持,调高,评级变动方向
