wind代码,证券名称,董事会预案日,股东大会公告日,初始资金规模(万元),预计持股数量(万股),占总股本比例,资金来源,股票来源,持股人数,员工认购比例,高管认购比例
832159.OC,合全药业(退市),2018-06-09 00:00:00,2018-06-26 00:00:00,2586.3619,323.43,,员工薪酬及自筹资金,认购非公开发行,194.0,,
600891.SH,*ST秋林,2018-06-16 00:00:00,2018-06-29 00:00:00,20000.0,3717.47,6.02,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,95.0,5.0
600400.SH,红豆股份,2018-06-13 00:00:00,2018-06-29 00:00:00,10000.0,2702.7,1.07,员工薪酬及自筹资金,竞价转让,32.0,40.0,60.0
600567.SH,山鹰纸业,2018-06-21 00:00:00,2018-06-30 00:00:00,52000.0,13793.0,3.02,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",463.0,73.08,7.69
600356.SH,恒丰纸业,2018-06-19 00:00:00,2018-07-05 00:00:00,5000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,62.4,37.6
300098.SZ,高新兴,2018-06-23 00:00:00,2018-07-10 00:00:00,10000.0,1447.1779999999999,0.8183,员工薪酬及自筹资金,"竞价转让,上市公司回购",100.0,70.0,30.0
603919.SH,金徽酒,2018-06-12 00:00:00,2018-07-10 00:00:00,7311.0,,,员工薪酬及自筹资金,认购非公开发行,691.0,69.22,30.78
002341.SZ,新纶科技,2018-06-30 00:00:00,2018-07-17 00:00:00,10000.0,773.39,0.67,员工薪酬及自筹资金,竞价转让,100.0,83.0,17.0
002555.SZ,三七互娱,2018-07-03 00:00:00,2018-07-19 00:00:00,25000.0,2071.251,0.97,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,65.92,34.08
831509.OC,中科英泰,2018-07-03 00:00:00,2018-07-19 00:00:00,700.0,,,员工薪酬及自筹资金,定向受让,34.0,,
002385.SZ,大北农,2018-07-04 00:00:00,2018-07-20 00:00:00,100000.0,24449.8778,5.7624,员工薪酬及自筹资金,定向受让,200.0,96.5,3.5
600535.SH,天士力,2018-05-19 00:00:00,2018-07-27 00:00:00,4093.8066,95.8961,0.0888,员工薪酬及自筹资金,"竞价转让,定向受让",15.0,11.3,88.7
002536.SZ,飞龙股份,2018-07-11 00:00:00,2018-07-28 00:00:00,18000.0,1645.34,4.93,员工薪酬及自筹资金,"竞价转让,定向受让",900.0,92.39,7.61
603533.SH,掌阅科技,2018-07-11 00:00:00,2018-07-28 00:00:00,700.0,700.0,10.0,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",130.0,38.72,49.14
002318.SZ,久立特材,2018-07-14 00:00:00,2018-08-01 00:00:00,8534.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",105.0,63.11,36.89
300194.SZ,福安药业,2018-07-14 00:00:00,2018-08-03 00:00:00,36750.0,8040.0,6.76,"员工薪酬及自筹资金,股东或实际控制人借款",定向受让,127.0,37.77,62.23
002002.SZ,鸿达兴业,2018-07-21 00:00:00,2018-08-07 00:00:00,20000.0,,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",5500.0,87.0,13.0
000566.SZ,海南海药,2018-07-28 00:00:00,2018-08-07 00:00:00,150000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",396.0,55.16,44.84
002174.SZ,游族网络,2018-06-30 00:00:00,2018-08-09 00:00:00,3000.0,1721.44,,员工薪酬及自筹资金,"竞价转让,上市公司回购",600.0,100.0,0.0
002126.SZ,银轮股份,2018-07-20 00:00:00,2018-08-09 00:00:00,,1493.36,1.86,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",532.0,88.98,11.02
300012.SZ,华测检测,2018-07-24 00:00:00,2018-08-09 00:00:00,2200.0,392.86,0.24,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",22.0,86.36,13.64
002639.SZ,雪人股份,2018-02-08 00:00:00,2018-08-09 00:00:00,10000.0,1709.0,2.54,员工薪酬及自筹资金,"竞价转让,定向受让",1500.0,75.0,25.0
870160.OC,安源管道,2018-07-21 00:00:00,2018-08-09 00:00:00,561.6,360.0,,员工薪酬及自筹资金,认购非公开发行,33.0,,
600346.SH,恒力石化,2018-07-28 00:00:00,2018-08-14 00:00:00,50000.0,6191.95,1.23,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",4000.0,99.0,1.0
601222.SH,林洋能源,2018-07-30 00:00:00,2018-08-16 00:00:00,50000.0,6858.71,3.89,员工薪酬及自筹资金,上市公司回购,,,
002402.SZ,和而泰,2018-08-03 00:00:00,2018-08-21 00:00:00,10000.0,1221.0,1.43,员工薪酬及自筹资金,"竞价转让,定向受让",,100.0,0.0
000525.SZ,红太阳,2018-08-07 00:00:00,2018-08-24 00:00:00,9000.0,592.49,1.02,员工薪酬及自筹资金,"竞价转让,定向受让",763.0,95.78,4.22
002799.SZ,环球印务,2018-08-03 00:00:00,2018-08-25 00:00:00,3900.0,262.45,1.75,员工薪酬及自筹资金,"竞价转让,定向受让",350.0,43.59,17.95
603558.SH,健盛集团,2018-08-14 00:00:00,2018-08-30 00:00:00,5000.0,584.1,1.4,员工薪酬及自筹资金,"竞价转让,定向受让",600.0,88.0,12.0
300003.SZ,乐普医疗,2018-08-14 00:00:00,2018-08-30 00:00:00,60000.0,1852.4235,,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",200.0,80.0,20.0
600069.SH,银鸽投资,2018-07-17 00:00:00,2018-08-30 00:00:00,10000.0,5063.0,3.12,员工薪酬及自筹资金,"竞价转让,定向受让",242.0,47.0,53.0
300193.SZ,佳士科技,2018-08-13 00:00:00,2018-08-30 00:00:00,7000.0,1011.56,1.99,员工薪酬及自筹资金,"竞价转让,定向受让",35.0,20.0,80.0
002203.SZ,海亮股份,2018-08-16 00:00:00,2018-09-01 00:00:00,12000.0,1440.0,0.85,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",550.0,90.42,9.58
002557.SZ,洽洽食品,2018-08-08 00:00:00,2018-09-01 00:00:00,,,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让,认购非公开发行",100.0,89.676,10.324000000000002
871928.OC,恒力检测,2018-08-14 00:00:00,2018-09-01 00:00:00,,423.7288,,员工薪酬及自筹资金,认购非公开发行,,,
871894.OC,星海电子,2018-08-17 00:00:00,2018-09-04 00:00:00,1134.0,94.5,6.3,员工薪酬及自筹资金,认购信托计划,31.0,,
832159.OC,合全药业(退市),2018-08-22 00:00:00,2018-09-06 00:00:00,489.84,,,员工薪酬及自筹资金,认购非公开发行,256.0,,
600549.SH,厦门钨业,2018-08-25 00:00:00,2018-09-12 00:00:00,1517.0,112.0,0.07,员工薪酬及自筹资金,"竞价转让,定向受让",64.0,73.63,26.37
300500.SZ,启迪设计,2018-08-28 00:00:00,2018-09-14 00:00:00,5000.0,213.95,1.59,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",70.0,86.0,14.0
603056.SH,德邦股份,2018-09-03 00:00:00,2018-09-19 00:00:00,22000.0,,,"员工薪酬及自筹资金,持股计划奖励金,股东或实际控制人借款","竞价转让,定向受让",173.0,41.36,6.39
600076.SH,康欣新材,2018-09-10 00:00:00,2018-09-26 00:00:00,5000.0,2217.0,2.14,员工薪酬及自筹资金,"竞价转让,定向受让",45.0,81.0,19.0
002578.SZ,闽发铝业,2018-08-28 00:00:00,2018-10-09 00:00:00,5000.0,2840.91,2.8751,员工薪酬及自筹资金,"竞价转让,定向受让",323.0,84.0,16.0
601021.SH,春秋航空,2018-09-21 00:00:00,2018-10-09 00:00:00,2770.0,81.9,0.09,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",121.0,68.23,21.66
002859.SZ,洁美科技,2018-09-21 00:00:00,2018-10-16 00:00:00,4500.0,150.0,0.59,员工薪酬及自筹资金,"竞价转让,定向受让",236.0,93.89,6.11
300712.SZ,永福股份,2018-09-29 00:00:00,2018-10-16 00:00:00,2200.0,142.49,1.02,员工薪酬及自筹资金,"竞价转让,定向受让",105.0,60.68,39.32
300207.SZ,欣旺达,2018-10-17 00:00:00,2018-11-03 00:00:00,10000.0,,,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",300.0,96.5,3.5
603077.SH,和邦生物,2018-10-25 00:00:00,2018-11-03 00:00:00,4000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",400.0,57.32,42.68
603377.SH,东方时尚,2018-10-19 00:00:00,2018-11-06 00:00:00,20000.0,1709.4017,2.91,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",3000.0,50.0,50.0
603737.SH,三棵树,2018-10-23 00:00:00,2018-11-13 00:00:00,10000.0,285.7959,2.2,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",2000.0,90.0,10.0
300232.SZ,洲明科技,2018-11-03 00:00:00,2018-11-14 00:00:00,10000.0,,,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",200.0,74.0,26.0
300158.SZ,振东制药,2018-10-29 00:00:00,2018-11-14 00:00:00,5000.0,,,员工薪酬及自筹资金,竞价转让,2000.0,,
603359.SH,东珠生态,2018-10-30 00:00:00,2018-11-15 00:00:00,10000.0,648.09,2.03,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,98.4,1.6
002803.SZ,吉宏股份,2018-10-31 00:00:00,2018-11-16 00:00:00,,197.1923,1.7,"员工薪酬及自筹资金,股东或实际控制人借款",上市公司回购,30.0,,
603385.SH,惠达卫浴,2018-11-13 00:00:00,2018-11-29 00:00:00,7000.0,986.2554,2.67,员工薪酬及自筹资金,"竞价转让,上市公司回购",500.0,89.14,10.86
300347.SZ,泰格医药,2018-11-13 00:00:00,2018-11-30 00:00:00,10000.0,,,员工薪酬及自筹资金,上市公司回购,100.0,85.0,15.0
002042.SZ,华孚时尚,2018-12-01 00:00:00,2018-12-18 00:00:00,20000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",100.0,44.24,55.76
002384.SZ,东山精密,2018-12-11 00:00:00,2018-12-22 00:00:00,17000.0,2737.52,1.7,员工薪酬及自筹资金,"竞价转让,定向受让",600.0,88.24,11.76
002074.SZ,国轩高科,2018-12-08 00:00:00,2018-12-25 00:00:00,10000.0,,,员工薪酬及自筹资金,上市公司回购,300.0,82.71,17.29
002001.SZ,新和成,2018-12-12 00:00:00,2018-12-28 00:00:00,20500.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",610.0,86.63,13.37
870420.OC,卫星定位,2018-07-12 00:00:00,2018-12-28 00:00:00,1152.0,640.0,14.88,员工薪酬及自筹资金,认购非公开发行,16.0,,
002399.SZ,海普瑞,2018-12-12 00:00:00,2018-12-29 00:00:00,8700.0,416.4672,0.33,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",195.0,100.0,0.0
002589.SZ,瑞康医药,2018-12-13 00:00:00,2018-12-29 00:00:00,7000.0,,,员工薪酬及自筹资金,"竞价转让,上市公司回购",2000.0,95.03,4.97
838402.OC,硅烷科技,2018-11-07 00:00:00,2018-12-29 00:00:00,429.0604,287.96,2.8,员工薪酬及自筹资金,认购非公开发行,15.0,43.06,56.94
002913.SZ,奥士康,2018-12-13 00:00:00,2018-12-29 00:00:00,5180.0,119.63,0.81,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,上市公司回购",56.0,42.0,
002592.SZ,八菱科技,2018-12-24 00:00:00,2019-01-11 00:00:00,36043.2198,1682.69,5.94,"员工薪酬及自筹资金,股东或实际控制人借款",上市公司回购,200.0,69.49,30.51
002135.SZ,东南网架,2018-12-27 00:00:00,2019-01-12 00:00:00,10000.0,3944.77,3.81,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,84.45,15.55
601828.SH,美凯龙,2018-11-30 00:00:00,2019-01-15 00:00:00,11000.0,,,员工薪酬及自筹资金,竞价转让,1500.0,100.0,
002528.SZ,英飞拓,2018-09-27 00:00:00,2019-02-02 00:00:00,14800.0,3834.2,3.2,员工薪酬及自筹资金,"竞价转让,定向受让",162.0,94.98,4.03
601869.SH,长飞光纤,2018-12-15 00:00:00,2019-02-22 00:00:00,4000.0,200.0,0.2639,持股计划奖励金,"竞价转让,定向受让",100.0,95.0,5.0
600446.SH,金证股份,2016-01-23 00:00:00,,28723.55,674.9659,,"员工薪酬及自筹资金,股东或实际控制人借款",认购非公开发行,950.0,98.54,1.46
002081.SZ,金螳螂,2015-11-28 00:00:00,,10000.0,1891.55,1.07,员工薪酬及自筹资金,竞价转让,400.0,98.5,1.5
002273.SZ,水晶光电,2017-11-09 00:00:00,,2000.0,101.0,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让,股东赠与",162.0,98.46,1.54
002456.SZ,欧菲光,2017-04-25 00:00:00,,35000.0,1956.4,2.0,员工薪酬及自筹资金,竞价转让,1805.0,98.14,1.86
002456.SZ,欧菲光,2015-09-01 00:00:00,,10000.0,1200.0,1.2,员工薪酬及自筹资金,"竞价转让,定向受让",318.0,97.6,2.4
002030.SZ,达安基因,2015-10-14 00:00:00,,7107.7338,219.51,,员工薪酬及自筹资金,认购非公开发行,,96.36,3.64
601799.SH,星宇股份,2016-01-26 00:00:00,,1348.2,,,员工薪酬及自筹资金,竞价转让,461.0,95.99,4.01
871282.OC,关爱通,2017-08-26 00:00:00,,3151.44,,10.0,员工薪酬及自筹资金,,131.0,91.47,8.53
002273.SZ,水晶光电,2016-06-14 00:00:00,,2000.0,116.88,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让,股东赠与",91.0,89.87,10.13
600280.SH,中央商场,2015-07-21 00:00:00,,3000.0,326.62,0.28,员工薪酬及自筹资金,竞价转让,1000.0,87.0,13.0
300188.SZ,美亚柏科,2015-08-10 00:00:00,,17192.0,700.0,,员工薪酬及自筹资金,认购非公开发行,397.0,84.64,15.36
600232.SH,金鹰股份,2015-06-13 00:00:00,,15002.1,2370.0,,员工薪酬及自筹资金,认购非公开发行,1500.0,83.34,16.66
300178.SZ,腾邦国际,2015-07-31 00:00:00,,45000.0,1518.22,,员工薪酬及自筹资金,认购非公开发行,490.0,82.89,17.11
600690.SH,海尔智家,2018-04-26 00:00:00,,27300.0,,,持股计划奖励金,"竞价转让,定向受让",635.0,82.5,17.5
600690.SH,海尔智家,2017-02-28 00:00:00,,27000.0,,,持股计划奖励金,竞价转让,600.0,82.4,17.6
300322.SZ,硕贝德,2015-05-29 00:00:00,,4989.428,,,员工薪酬及自筹资金,认购非公开发行,25.0,81.28,18.72
600090.SH,同济堂,2017-01-10 00:00:00,,10000.0,666.6666,0.46,员工薪酬及自筹资金,上市公司回购,500.0,80.0,20.0
002386.SZ,天原集团,2016-05-17 00:00:00,,19998.0,3030.0,,员工薪酬及自筹资金,认购非公开发行,1200.0,79.5,20.5
002014.SZ,永新股份,2017-08-08 00:00:00,,5000.0,819.0,2.44,员工薪酬及自筹资金,"竞价转让,定向受让",,75.5,24.5
002296.SZ,辉煌科技,2017-08-15 00:00:00,,5000.0,1107.4197,2.94,员工薪酬及自筹资金,竞价转让,350.0,68.0,32.0
000597.SZ,东北制药,2015-12-31 00:00:00,,35231.0,4224.35,,员工薪酬及自筹资金,认购非公开发行,1488.0,67.81,32.19
000670.SZ,*ST盈方,2015-07-21 00:00:00,,1600.0,610.22,0.75,员工薪酬及自筹资金,竞价转让,100.0,66.87,33.13
600745.SH,闻泰科技,2015-07-14 00:00:00,,1500.0,93.7793,0.19399999999999998,员工薪酬及自筹资金,竞价转让,500.0,65.0,35.0
300223.SZ,北京君正,2016-12-02 00:00:00,,50000.0,1640.9583,,员工薪酬及自筹资金,认购非公开发行,813.0,56.17,43.83
300465.SZ,高伟达,2017-07-01 00:00:00,,10635.0,,10.0,员工薪酬及自筹资金,认购非公开发行,19.0,53.03,46.97
601005.SH,重庆钢铁,2018-12-20 00:00:00,,,,,持股计划奖励金,"竞价转让,定向受让",111.0,49.0,51.0
000690.SZ,宝新能源,2018-05-22 00:00:00,,642.1645,89.94,0.04,持股计划奖励金,"竞价转让,定向受让",25.0,41.89,58.11
000690.SZ,宝新能源,2016-05-24 00:00:00,,3702.9772,558.52,0.26,持股计划奖励金,竞价转让,27.0,41.72,58.28
002732.SZ,燕塘乳业,2016-08-31 00:00:00,,3600.0,145.86700000000002,0.93,员工薪酬及自筹资金,认购非公开发行,99.0,39.167,60.833
000690.SZ,宝新能源,2017-05-13 00:00:00,,3835.7707,663.63,0.3,持股计划奖励金,竞价转让,28.0,38.4,61.6
300236.SZ,上海新阳,2017-02-28 00:00:00,,10000.0,293.77,1.52,员工薪酬及自筹资金,"竞价转让,定向受让",86.0,38.0,62.0
002344.SZ,海宁皮城,2018-01-16 00:00:00,,,888.0,,员工薪酬及自筹资金,上市公司回购,68.0,37.0496,62.9504
300241.SZ,瑞丰光电,2015-06-05 00:00:00,,4000.0,346.0207,1.4,员工薪酬及自筹资金,认购非公开发行,,24.5,75.5
600603.SH,广汇物流,2015-09-19 00:00:00,,1805.0,446.43,2.29,员工薪酬及自筹资金,"竞价转让,定向受让",14.0,22.44,77.56
000987.SZ,越秀金控,2018-08-30 00:00:00,,160.0,,,员工薪酬及自筹资金,竞价转让,6.0,0.0,100.0
600399.SH,ST抚钢,2015-01-24 00:00:00,,2013.5,89.9815,,员工薪酬及自筹资金,认购非公开发行,787.0,,
000839.SZ,中信国安,2015-12-14 00:00:00,,16500.0,1650.0,,员工薪酬及自筹资金,认购信托计划,,,
601318.SH,中国平安,2018-10-30 00:00:00,,,,,,,,,
600375.SH,华菱星马,2015-10-27 00:00:00,,32000.0,5700.0,9.3,员工薪酬及自筹资金,认购非公开发行,1000.0,,
300309.SZ,吉艾科技,2017-12-02 00:00:00,,5000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",45.0,,
002385.SZ,大北农,2014-08-29 00:00:00,,,9848.0,6.0,员工薪酬及自筹资金,股东赠与,3000.0,,
300212.SZ,易华录,2014-10-22 00:00:00,,23157.95,798.55,,员工薪酬及自筹资金,认购非公开发行,220.0,,
600016.SH,民生银行,2014-11-08 00:00:00,,800000.0,140846.0,,员工薪酬及自筹资金,认购非公开发行,,,
835243.OC,炬光科技(退市),2017-06-23 00:00:00,,2897.125,210.7,10.0,员工薪酬及自筹资金,认购非公开发行,100.0,,
002049.SZ,紫光国微,2015-11-06 00:00:00,,100000.0,3698.2248,1.04,员工薪酬及自筹资金,认购非公开发行,1000.0,,
833183.OC,超凡股份,2016-05-18 00:00:00,,0.0,200.0,18.7178,,股东赠与,,,
603766.SH,隆鑫通用,2017-04-11 00:00:00,,1008.0,,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",38.0,,
603766.SH,隆鑫通用,2018-04-04 00:00:00,,628.0,,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",17.0,,
