wind代码,证券名称,董事会预案日,股东大会公告日,初始资金规模(万元),预计持股数量(万股),占总股本比例,资金来源,股票来源,持股人数,员工认购比例,高管认购比例
002101.SZ,广东鸿图,2015-08-24 00:00:00,2015-09-10 00:00:00,1500.0,120.0,0.63,员工薪酬及自筹资金,,300.0,22.2,77.8
600233.SH,圆通速递,2015-07-31 00:00:00,2015-09-11 00:00:00,10000.0,549.1488,3.33,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,246.0,84.0,16.0
000056.SZ,皇庭国际,2015-08-26 00:00:00,2015-09-11 00:00:00,1500.0,235.0,0.89,员工薪酬及自筹资金,竞价转让,80.0,67.3,32.7
002045.SZ,国光电器,2015-08-22 00:00:00,2015-09-12 00:00:00,4699.914000000001,540.22,,员工薪酬及自筹资金,认购非公开发行,67.0,70.0,30.0
300238.SZ,冠昊生物,2015-08-26 00:00:00,2015-09-12 00:00:00,8000.0,530.0,2.14,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",60.0,69.6,30.4
600598.SH,北大荒,2015-08-25 00:00:00,2015-09-12 00:00:00,391.2126,,,员工薪酬及自筹资金,竞价转让,64.0,69.46,30.54
600487.SH,亨通光电,2015-08-25 00:00:00,2015-09-12 00:00:00,,,,持股计划奖励金,"竞价转让,定向受让",,,
832039.OC,科雷特,2015-08-27 00:00:00,2015-09-12 00:00:00,140.0,,,员工薪酬及自筹资金,股东赠与,,,
000728.SZ,国元证券,2015-09-10 00:00:00,2015-09-15 00:00:00,43072.0,2956.1484,1.5051,员工薪酬及自筹资金,上市公司回购,1776.0,90.0,10.0
600771.SH,广誉远,2015-08-18 00:00:00,2015-09-15 00:00:00,2500.0,228.1,,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,120.0,70.0,30.0
002685.SZ,华东重机,2015-08-28 00:00:00,2015-09-16 00:00:00,1250.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",60.0,80.8,19.2
300356.SZ,光一科技,2015-08-31 00:00:00,2015-09-16 00:00:00,2800.0,254.73,1.58,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",100.0,75.71,24.29
002356.SZ,*ST赫美,2015-08-28 00:00:00,2015-09-16 00:00:00,6000.0,1148.69,3.7,员工薪酬及自筹资金,竞价转让,50.0,5.0,95.0
603901.SH,永创智能,2015-08-29 00:00:00,2015-09-17 00:00:00,8000.0,138.58,1.39,员工薪酬及自筹资金,竞价转让,706.0,45.0,5.0
000828.SZ,东莞控股,2015-04-01 00:00:00,2015-09-17 00:00:00,8000.0,1092.8962,1.05,员工薪酬及自筹资金,认购非公开发行,213.0,82.5,17.5
600599.SH,熊猫金控,2015-09-02 00:00:00,2015-09-18 00:00:00,8240.0,869.0,5.23,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",200.0,76.0,24.0
300324.SZ,旋极信息,2015-09-03 00:00:00,2015-09-18 00:00:00,5000.0,490.92,1.04,员工薪酬及自筹资金,"竞价转让,定向受让",130.0,56.0,44.0
002639.SZ,雪人股份,2015-07-17 00:00:00,2015-09-19 00:00:00,4000.0,955.79,1.59,员工薪酬及自筹资金,"竞价转让,定向受让",450.0,78.98,21.02
600837.SH,海通证券,2015-07-22 00:00:00,2015-09-22 00:00:00,,,,员工薪酬及自筹资金,"竞价转让,定向受让,认购非公开发行",,,
002089.SZ,*ST新海,2015-09-07 00:00:00,2015-09-23 00:00:00,8000.0,1923.0,2.8,员工薪酬及自筹资金,"竞价转让,定向受让",55.0,69.1875,30.8125
002047.SZ,宝鹰股份,2015-09-09 00:00:00,2015-09-25 00:00:00,15000.0,4116.36,3.26,员工薪酬及自筹资金,竞价转让,800.0,80.0,20.0
300048.SZ,合康新能,2015-09-08 00:00:00,2015-09-25 00:00:00,2400.0,113.0,0.33,员工薪酬及自筹资金,竞价转让,100.0,77.88,22.12
002327.SZ,富安娜,2015-09-09 00:00:00,2015-09-26 00:00:00,20000.0,2051.0,2.38,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,500.0,90.69,1.81
600687.SH,*ST刚泰,2015-09-12 00:00:00,2015-09-29 00:00:00,2000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",20.0,100.0,0.0
300304.SZ,云意电气,2015-09-15 00:00:00,2015-10-01 00:00:00,3000.0,396.0,1.98,员工薪酬及自筹资金,竞价转让,110.0,86.0,14.0
300177.SZ,中海达,2015-09-23 00:00:00,2015-10-09 00:00:00,3300.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",13.0,38.18,61.82
001979.SZ,招商蛇口,2015-09-18 00:00:00,2015-10-10 00:00:00,100000.0,4237.2881,,员工薪酬及自筹资金,认购非公开发行,2585.0,94.82,5.18
000639.SZ,西王食品,2015-09-23 00:00:00,2015-10-10 00:00:00,7100.0,1049.52,2.79,员工薪酬及自筹资金,"竞价转让,定向受让",400.0,45.07,54.93
002637.SZ,赞宇科技,2015-05-14 00:00:00,2015-10-10 00:00:00,24015.0,1500.0,,员工薪酬及自筹资金,认购非公开发行,150.0,,
601996.SH,丰林集团,2015-09-15 00:00:00,2015-10-13 00:00:00,3050.0,1700.0,3.63,员工薪酬及自筹资金,定向受让,245.0,62.5,37.5
002414.SZ,高德红外,2015-09-12 00:00:00,2015-10-14 00:00:00,15000.0,,,员工薪酬及自筹资金,认购非公开发行,970.0,90.57,9.43
300310.SZ,宜通世纪,2015-09-28 00:00:00,2015-10-14 00:00:00,10800.0,227.0,0.99,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",60.0,89.44,10.56
002145.SZ,中核钛白,2015-09-19 00:00:00,2015-10-14 00:00:00,12000.0,2459.0,5.34,员工薪酬及自筹资金,竞价转让,246.0,55.17,44.83
300246.SZ,宝莱特,2015-09-26 00:00:00,2015-10-15 00:00:00,3000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",400.0,74.0,26.0
002214.SZ,大立科技,2015-09-30 00:00:00,2015-10-16 00:00:00,3900.0,,,员工薪酬及自筹资金,竞价转让,180.0,83.85,16.15
300150.SZ,世纪瑞尔,2015-09-30 00:00:00,2015-10-16 00:00:00,5000.0,418.41,0.77,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",267.0,,
603333.SH,尚纬股份,2015-09-26 00:00:00,2015-10-17 00:00:00,5000.0,,,员工薪酬及自筹资金,竞价转让,200.0,47.76,52.24
002233.SZ,塔牌集团,2015-08-14 00:00:00,2015-10-21 00:00:00,,,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",330.0,45.8,54.2
002152.SZ,广电运通,2015-03-11 00:00:00,2015-10-27 00:00:00,74697.48,4353.0,,员工薪酬及自筹资金,认购非公开发行,,90.81,9.19
300142.SZ,沃森生物,2015-10-16 00:00:00,2015-10-31 00:00:00,13213.2,7020.0,5.0,员工薪酬及自筹资金,定向受让,500.0,91.33,8.67
300236.SZ,上海新阳,2015-10-17 00:00:00,2015-11-03 00:00:00,2000.0,226.93,1.23,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,65.5,34.5
300191.SZ,潜能恒信,2015-09-30 00:00:00,2015-11-03 00:00:00,1203.0,100.0,,员工薪酬及自筹资金,认购非公开发行,16.0,60.0,40.0
002650.SZ,加加食品,2015-10-17 00:00:00,2015-11-04 00:00:00,20000.0,6482.9822,5.63,员工薪酬及自筹资金,"竞价转让,定向受让",1100.0,97.35,2.65
002165.SZ,红宝丽,2015-06-18 00:00:00,2015-11-04 00:00:00,6015.485,1053.5,,员工薪酬及自筹资金,认购非公开发行,,63.46,36.54
000918.SZ,嘉凯城,2015-10-24 00:00:00,2015-11-05 00:00:00,5000.0,,,员工薪酬及自筹资金,竞价转让,120.0,67.75,32.25
300057.SZ,万顺新材,2015-10-23 00:00:00,2015-11-10 00:00:00,20000.0,1476.0148,3.3571,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",200.0,,
002273.SZ,水晶光电,2015-10-26 00:00:00,2015-11-12 00:00:00,1800.0,114.0,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让,股东赠与",69.0,94.05,5.94
300211.SZ,亿通科技,2015-10-23 00:00:00,2015-11-12 00:00:00,1100.0,67.0,0.42,员工薪酬及自筹资金,"竞价转让,定向受让",90.0,59.09,40.91
830858.OC,华图教育(退市),2015-10-29 00:00:00,2015-11-12 00:00:00,11658.42,478.0,3.8862,员工薪酬及自筹资金,认购非公开发行,185.0,,
300145.SZ,中金环境,2015-10-27 00:00:00,2015-11-13 00:00:00,13000.0,540.0,2.06,员工薪酬及自筹资金,竞价转让,150.0,91.47,8.53
300017.SZ,网宿科技,2015-06-13 00:00:00,2015-11-13 00:00:00,40000.0,910.1251,,员工薪酬及自筹资金,认购非公开发行,245.0,34.675,65.325
832526.OC,鸿普森(退市),2015-10-30 00:00:00,2015-11-13 00:00:00,65.4,65.4,3.0,员工薪酬及自筹资金,股东赠与,,,
002539.SZ,云图控股,2015-10-29 00:00:00,2015-11-14 00:00:00,9000.0,1233.04,1.22,员工薪酬及自筹资金,竞价转让,1300.0,93.0,7.0
002458.SZ,益生股份,2015-10-31 00:00:00,2015-11-17 00:00:00,1850.0,149.6159,0.53,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,85.53,14.47
000636.SZ,风华高科,2015-08-25 00:00:00,2015-11-17 00:00:00,6330.0,,,员工薪酬及自筹资金,上市公司回购,154.0,74.72,25.28
600289.SH,*ST信通,2015-09-10 00:00:00,2015-11-17 00:00:00,1095.6,70.24,0.12,员工薪酬及自筹资金,竞价转让,106.0,45.24,54.76
600730.SH,中国高科,2015-10-31 00:00:00,2015-11-17 00:00:00,1000.0,100.9,0.34,员工薪酬及自筹资金,竞价转让,61.0,28.6728,71.3273
600667.SH,太极实业,2015-10-30 00:00:00,2015-11-17 00:00:00,100000.0,20000.0,,员工薪酬及自筹资金,认购非公开发行,342.0,,
300020.SZ,银江股份,2015-10-23 00:00:00,2015-11-18 00:00:00,1920.0,308.0,0.47,员工薪酬及自筹资金,竞价转让,12.0,0.0,100.0
000018.SZ,*ST神城,2015-11-07 00:00:00,2015-11-24 00:00:00,1400.0,137.61,0.32,员工薪酬及自筹资金,"竞价转让,定向受让",111.0,100.0,0.0
831655.OC,马龙国华,2015-11-10 00:00:00,2015-11-24 00:00:00,625.0,250.0,5.0,员工薪酬及自筹资金,认购非公开发行,18.0,32.0,68.0
000638.SZ,万方发展,2015-10-28 00:00:00,2015-11-26 00:00:00,2000.0,426.0,1.38,员工薪酬及自筹资金,竞价转让,60.0,60.0,40.0
002711.SZ,*ST欧浦,2015-11-10 00:00:00,2015-11-26 00:00:00,7500.0,225.65,0.69,员工薪酬及自筹资金,"竞价转让,上市公司回购",280.0,59.38,40.62
833880.OC,中城投资,2015-11-10 00:00:00,2015-11-27 00:00:00,11000.0,,,员工薪酬及自筹资金,认购非公开发行,,,
300425.SZ,环能科技,2015-07-14 00:00:00,2015-12-04 00:00:00,1000.0,216.0,3.0,员工薪酬及自筹资金,竞价转让,80.0,88.4,11.6
833840.OC,永安期货,2015-11-17 00:00:00,2015-12-04 00:00:00,26763.2,6880.0,8.0,员工薪酬及自筹资金,认购非公开发行,620.0,71.34,28.66
601519.SH,大智慧,2015-11-07 00:00:00,2015-12-04 00:00:00,0.0,937.2,0.47,,股东赠与,1892.0,,
300115.SZ,长盈精密,2015-11-19 00:00:00,2015-12-05 00:00:00,3000.0,312.5,0.56,"员工薪酬及自筹资金,向第三方融资","竞价转让,上市公司回购",9.0,0.0,33.37
300080.SZ,易成新能,2015-11-09 00:00:00,2015-12-08 00:00:00,4644.4,680.0,,员工薪酬及自筹资金,认购非公开发行,123.0,69.12,30.88
834214.OC,百合网,2015-11-21 00:00:00,2015-12-08 00:00:00,9300.0,3000.0,6.9606,员工薪酬及自筹资金,认购非公开发行,,,
002402.SZ,和而泰,2015-11-21 00:00:00,2015-12-09 00:00:00,4000.0,559.7015,1.68,员工薪酬及自筹资金,竞价转让,150.0,88.0,12.0
600587.SH,新华医疗,2015-11-04 00:00:00,2015-12-09 00:00:00,27100.0,1036.7253,2.0,员工薪酬及自筹资金,认购非公开发行,2851.0,85.68,14.32
002026.SZ,山东威达,2015-11-18 00:00:00,2015-12-09 00:00:00,2000.0,209.43,,员工薪酬及自筹资金,认购非公开发行,,75.0,25.0
600395.SH,盘江股份,2015-08-19 00:00:00,2015-12-10 00:00:00,6649.0,,,员工薪酬及自筹资金,认购非公开发行,818.0,90.22,9.78
300119.SZ,瑞普生物,2015-06-10 00:00:00,2015-12-11 00:00:00,11160.0,740.5441,,"员工薪酬及自筹资金,股东或实际控制人借款",认购非公开发行,300.0,94.34,5.66
600104.SH,上汽集团,2015-11-06 00:00:00,2015-12-12 00:00:00,116745.0,,,员工薪酬及自筹资金,认购非公开发行,2321.0,97.85,2.15
000821.SZ,京山轻机,2015-11-28 00:00:00,2015-12-16 00:00:00,12850.0,1409.7046,2.95,员工薪酬及自筹资金,"竞价转让,定向受让",100.0,,
300466.SZ,赛摩电气,2015-11-19 00:00:00,2015-12-17 00:00:00,5000.0,181.8843,,员工薪酬及自筹资金,认购非公开发行,625.0,85.8,14.2
000526.SZ,紫光学大,2015-08-10 00:00:00,2015-12-17 00:00:00,20000.0,1045.4783,,员工薪酬及自筹资金,认购非公开发行,5000.0,,
300197.SZ,铁汉生态,2015-12-03 00:00:00,2015-12-19 00:00:00,10000.0,1126.13,1.39,员工薪酬及自筹资金,竞价转让,320.0,91.24,8.76
000503.SZ,国新健康,2015-08-27 00:00:00,2015-12-22 00:00:00,10000.0,640.0,0.71,员工薪酬及自筹资金,"竞价转让,定向受让",700.0,85.9,14.1
600146.SH,商赢环球,2015-07-17 00:00:00,2015-12-24 00:00:00,2000.0,75.24,0.38,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",4.0,,100.0
832995.OC,杰创智能(退市),2015-12-09 00:00:00,2015-12-26 00:00:00,498.75,332.5,10.6639,员工薪酬及自筹资金,认购非公开发行,30.0,58.9474,41.0526
600518.SH,ST康美,2015-12-11 00:00:00,2015-12-29 00:00:00,10000.0,646.4124,,员工薪酬及自筹资金,认购非公开发行,7.0,0.0,100.0
430609.OC,中磁视讯,2015-12-12 00:00:00,2015-12-29 00:00:00,3000.0,206.0,3.0,员工薪酬及自筹资金,"竞价转让,定向受让",,,
430494.OC,华博胜讯,2015-09-12 00:00:00,2015-12-29 00:00:00,480.0,300.0,18.9873,员工薪酬及自筹资金,认购非公开发行,,,
000756.SZ,新华制药,2015-10-09 00:00:00,2015-12-30 00:00:00,3504.8,375.2417,0.7,员工薪酬及自筹资金,认购非公开发行,4528.0,74.83,25.17
300239.SZ,东宝生物,2015-12-12 00:00:00,2015-12-30 00:00:00,2000.0,282.4858,1.2258,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",180.0,52.9848,41.0147
000587.SZ,金洲慈航,2015-12-15 00:00:00,2015-12-31 00:00:00,10000.0,1616.38,1.52,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",180.0,70.0,30.0
002339.SZ,积成电子,2015-12-16 00:00:00,2016-01-04 00:00:00,6000.0,359.28,0.948,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,92.5,7.5
002574.SZ,明牌珠宝,2015-12-22 00:00:00,2016-01-07 00:00:00,6812.83,437.0,,员工薪酬及自筹资金,认购非公开发行,28.0,65.68,34.32
831288.OC,安美勤,2015-12-25 00:00:00,2016-01-12 00:00:00,124.11,27.58,1.86,,,25.0,,
300102.SZ,乾照光电,2015-12-26 00:00:00,2016-01-13 00:00:00,2500.0,727.449,1.032,员工薪酬及自筹资金,"竞价转让,定向受让",320.0,62.0,26.0
002296.SZ,辉煌科技,2015-12-29 00:00:00,2016-01-14 00:00:00,5000.0,1288.0,3.42,"员工薪酬及自筹资金,持股计划奖励金",竞价转让,580.0,74.04,25.96
834055.OC,百事通(退市),2015-12-29 00:00:00,2016-01-14 00:00:00,5776.65,495.0,5.5,员工薪酬及自筹资金,认购非公开发行,200.0,,
430014.OC,恒业世纪,2015-12-29 00:00:00,2016-01-16 00:00:00,4000.0,,,员工薪酬及自筹资金,认购非公开发行,50.0,,
002727.SZ,一心堂,2015-08-17 00:00:00,2016-01-18 00:00:00,9365.615,171.5,0.62,员工薪酬及自筹资金,认购非公开发行,105.0,43.56,32.88
300005.SZ,探路者,2015-12-18 00:00:00,2016-01-20 00:00:00,3801.0,484.0,0.94,员工薪酬及自筹资金,"竞价转让,定向受让",297.0,49.72,50.28
300001.SZ,特锐德,2016-01-08 00:00:00,2016-01-21 00:00:00,20000.0,794.91,0.79,员工薪酬及自筹资金,"竞价转让,定向受让",100.0,97.5,2.5
002375.SZ,亚厦股份,2015-12-30 00:00:00,2016-01-26 00:00:00,15000.0,492.0,0.36,员工薪酬及自筹资金,"竞价转让,定向受让",13.0,55.5,44.5
832715.OC,华信股份,2016-01-08 00:00:00,2016-01-26 00:00:00,8413.3725,1294.365,9.6089,员工薪酬及自筹资金,认购非公开发行,208.0,,
833711.OC,卓易科技,2016-01-07 00:00:00,2016-01-26 00:00:00,3135.2825,250.8226,2.4352,员工薪酬及自筹资金,股东赠与,,,
600259.SH,广晟有色,2015-05-30 00:00:00,2016-01-27 00:00:00,4376.0,,,员工薪酬及自筹资金,认购非公开发行,,76.46,23.54
603108.SH,润达医疗,2015-12-26 00:00:00,2016-01-27 00:00:00,6800.0,77.52,,员工薪酬及自筹资金,认购非公开发行,43.0,75.74,24.26
002177.SZ,御银股份,2016-01-11 00:00:00,2016-01-27 00:00:00,3470.0,465.15,0.61,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,48.0,49.57,50.43
002131.SZ,利欧股份,2016-01-12 00:00:00,2016-01-28 00:00:00,5000.0,1345.0,0.89,员工薪酬及自筹资金,"竞价转让,定向受让",400.0,83.06,16.94
300477.SZ,合纵科技,2015-08-14 00:00:00,2016-01-28 00:00:00,10554.24,932.3533,3.29,员工薪酬及自筹资金,认购非公开发行,,52.99,47.01
834147.OC,汉密顿,2016-01-13 00:00:00,2016-01-28 00:00:00,201.25,57.5,7.1875,员工薪酬及自筹资金,认购非公开发行,25.0,100.0,
000630.SZ,铜陵有色,2015-10-23 00:00:00,2016-01-29 00:00:00,90000.0,32490.9747,,员工薪酬及自筹资金,认购非公开发行,11000.0,97.42,2.58
002624.SZ,完美世界,2016-01-07 00:00:00,2016-02-02 00:00:00,20000.0,848.8964,0.65,员工薪酬及自筹资金,认购非公开发行,140.0,60.0,0.0
002624.SZ,完美世界,2016-01-07 00:00:00,2016-02-02 00:00:00,50000.0,2122.241,1.61,员工薪酬及自筹资金,认购非公开发行,500.0,75.0,0.0
300036.SZ,超图软件,2016-01-05 00:00:00,2016-02-02 00:00:00,18800.0,1350.5746,,员工薪酬及自筹资金,认购非公开发行,319.0,70.49,29.51
600057.SH,厦门象屿,2016-01-23 00:00:00,2016-02-04 00:00:00,30000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,97.5,2.5
002094.SZ,青岛金王,2015-07-15 00:00:00,2016-02-04 00:00:00,1000.0,639.0,1.99,员工薪酬及自筹资金,"竞价转让,定向受让",408.0,80.0,20.0
000659.SZ,珠海中富,2016-01-19 00:00:00,2016-02-04 00:00:00,5000.0,,,员工薪酬及自筹资金,竞价转让,50.0,65.4,34.6
300312.SZ,邦讯技术,2016-01-19 00:00:00,2016-02-04 00:00:00,10000.0,1000.0,6.25,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,30.0,60.0,40.0
002166.SZ,莱茵生物,2016-01-20 00:00:00,2016-02-05 00:00:00,2500.0,875.6567,2.0,员工薪酬及自筹资金,竞价转让,100.0,60.6,39.4
002638.SZ,勤上股份,2016-01-04 00:00:00,2016-02-05 00:00:00,7221.6,510.0,,"员工薪酬及自筹资金,股东或实际控制人借款",认购非公开发行,14.0,33.92,66.08
000903.SZ,云内动力,2015-07-25 00:00:00,2016-02-16 00:00:00,2000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",481.0,94.6,5.4
834818.OC,蓝海之略,2016-01-29 00:00:00,2016-02-16 00:00:00,618.0,159.5895,2.1,员工薪酬及自筹资金,认购非公开发行,56.0,69.9029,30.0971
000558.SZ,莱茵体育,2016-01-15 00:00:00,2016-02-17 00:00:00,15000.0,4270.4626,4.97,"员工薪酬及自筹资金,持股计划奖励金",竞价转让,122.0,60.0,40.0
600794.SH,保税科技,2015-08-14 00:00:00,2016-02-19 00:00:00,19078.75,2839.1,,员工薪酬及自筹资金,认购非公开发行,,89.48,10.52
002042.SZ,华孚时尚,2016-02-03 00:00:00,2016-02-19 00:00:00,5000.0,2500.0,,员工薪酬及自筹资金,竞价转让,73.0,22.3,77.7
002122.SZ,*ST天马,2016-01-26 00:00:00,2016-02-20 00:00:00,12000.0,1823.71,1.54,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,470.0,96.5,3.5
834009.OC,盘石股份(退市),2016-01-15 00:00:00,2016-02-20 00:00:00,3247.2,240.0,10.9091,员工薪酬及自筹资金,认购非公开发行,965.0,57.8868,42.1132
300128.SZ,锦富技术,2016-02-04 00:00:00,2016-02-20 00:00:00,1096.35,77.04,0.154,员工薪酬及自筹资金,"竞价转让,定向受让",142.0,24.99,75.01
300169.SZ,天晟新材,2016-02-06 00:00:00,2016-02-23 00:00:00,5000.0,805.8,2.47,员工薪酬及自筹资金,"竞价转让,定向受让",255.0,66.0,4.0
300168.SZ,万达信息,2016-02-05 00:00:00,2016-02-23 00:00:00,10000.0,679.12,0.66,员工薪酬及自筹资金,竞价转让,2012.0,67.5,32.5
002341.SZ,新纶科技,2016-02-06 00:00:00,2016-02-23 00:00:00,35000.0,2657.555,,员工薪酬及自筹资金,认购非公开发行,180.0,50.57,49.43
831899.OC,山东再担(退市),2016-01-27 00:00:00,2016-02-23 00:00:00,3020.0,2013.33,1.6909,员工薪酬及自筹资金,认购非公开发行,100.0,,
601113.SH,华鼎股份,2016-01-29 00:00:00,2016-02-25 00:00:00,6500.0,2383.86,3.72,员工薪酬及自筹资金,竞价转让,107.0,83.85,16.15
600186.SH,*ST莲花,2016-02-04 00:00:00,2016-02-27 00:00:00,12000.0,2086.96,1.96,员工薪酬及自筹资金,竞价转让,40.0,76.035,23.965
002592.SZ,八菱科技,2016-02-17 00:00:00,2016-03-04 00:00:00,20000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",125.0,45.0,55.0
002592.SZ,八菱科技,2016-02-17 00:00:00,2016-03-04 00:00:00,12500.0,361.5134,1.28,"员工薪酬及自筹资金,股东或实际控制人借款",定向受让,125.0,45.0,55.0
002553.SZ,南方轴承,2016-02-18 00:00:00,2016-03-07 00:00:00,2000.0,421.94,1.21,员工薪酬及自筹资金,"竞价转让,定向受让",320.0,94.75,5.25
833638.OC,贝斯达(退市),2015-12-04 00:00:00,2016-03-10 00:00:00,1019.31,156.8169,0.6933,员工薪酬及自筹资金,认购非公开发行,54.0,,
002582.SZ,好想你,2015-07-17 00:00:00,2016-03-11 00:00:00,13889.0271,862.137,5.84,员工薪酬及自筹资金,认购非公开发行,290.0,69.1,30.9
002583.SZ,海能达,2015-07-10 00:00:00,2016-03-18 00:00:00,7500.0,3401.36,2.21,员工薪酬及自筹资金,竞价转让,1500.0,96.18,3.82
600143.SH,金发科技,2016-03-01 00:00:00,2016-03-18 00:00:00,54507.0,9928.42,3.88,"员工薪酬及自筹资金,股东或实际控制人借款",认购非公开发行,847.0,81.79,18.21
000671.SZ,阳光城,2016-03-03 00:00:00,2016-03-19 00:00:00,30000.0,13975.16,3.45,员工薪酬及自筹资金,"竞价转让,定向受让",1500.0,81.67,18.33
600077.SH,宋都股份,2016-03-08 00:00:00,2016-03-24 00:00:00,27000.0,4994.6767,,员工薪酬及自筹资金,"竞价转让,定向受让",115.0,45.26,54.74
300337.SZ,银邦股份,2016-03-08 00:00:00,2016-03-24 00:00:00,6000.0,,,员工薪酬及自筹资金,竞价转让,147.0,42.15,57.85
000981.SZ,ST银亿,2016-03-10 00:00:00,2016-03-26 00:00:00,10000.0,1321.004,1.54,员工薪酬及自筹资金,竞价转让,500.0,87.4,12.6
600721.SH,*ST百花,2016-01-14 00:00:00,2016-03-26 00:00:00,4070.82,331.5,,员工薪酬及自筹资金,认购非公开发行,100.0,54.45,45.55
600175.SH,美都能源,2015-07-11 00:00:00,2016-03-29 00:00:00,7500.0,5882.35,2.4,员工薪酬及自筹资金,竞价转让,212.0,83.73,16.27
300031.SZ,宝通科技,2016-03-12 00:00:00,2016-03-29 00:00:00,4000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",147.0,75.75,24.25
000150.SZ,宜华健康,2016-03-12 00:00:00,2016-03-29 00:00:00,10000.0,1091.0,2.44,员工薪酬及自筹资金,"竞价转让,定向受让",600.0,70.0,30.0
831973.OC,善为影业,2016-03-12 00:00:00,2016-03-30 00:00:00,428.0,107.0,8.4853,员工薪酬及自筹资金,认购非公开发行,22.0,,
600858.SH,银座股份,2016-03-15 00:00:00,2016-03-31 00:00:00,35812.7,4651.0,,员工薪酬及自筹资金,认购非公开发行,923.0,93.16,6.84
600031.SH,三一重工,2016-03-10 00:00:00,2016-03-31 00:00:00,40000.0,,,员工薪酬及自筹资金,竞价转让,2800.0,81.0,19.0
002658.SZ,雪迪龙,2016-03-10 00:00:00,2016-04-01 00:00:00,,,,"员工薪酬及自筹资金,持股计划奖励金,股东或实际控制人借款",,230.0,86.42,13.58
600645.SH,中源协和,2016-03-16 00:00:00,2016-04-01 00:00:00,6000.0,415.6275,1.08,员工薪酬及自筹资金,"竞价转让,定向受让",303.0,67.4,32.6
834229.OC,南京微创(退市),2016-03-15 00:00:00,2016-04-02 00:00:00,3300.0,1000.0,11.1111,员工薪酬及自筹资金,认购非公开发行,58.0,32.6,67.4
430463.OC,春茂股份,2016-03-17 00:00:00,2016-04-06 00:00:00,3000.0,666.67,1.4825,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,200.0,84.5,15.5
002020.SZ,京新药业,2016-01-20 00:00:00,2016-04-06 00:00:00,12000.0,438.9173,,员工薪酬及自筹资金,认购非公开发行,52.0,62.17,37.83
000813.SZ,德展健康,2015-12-14 00:00:00,2016-04-07 00:00:00,3000.0,302.1148,,员工薪酬及自筹资金,认购非公开发行,380.0,67.0,33.0
300322.SZ,硕贝德,2016-03-12 00:00:00,2016-04-08 00:00:00,5000.0,768.04,1.88,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,91.0,9.0
300148.SZ,天舟文化,2016-03-24 00:00:00,2016-04-09 00:00:00,4000.0,473.7,1.12,员工薪酬及自筹资金,竞价转让,150.0,58.8,41.2
600682.SH,南京新百,2016-03-23 00:00:00,2016-04-09 00:00:00,9000.0,632.47,0.76,员工薪酬及自筹资金,竞价转让,200.0,17.02,82.98
835615.OC,恒升医学(退市),2016-03-25 00:00:00,2016-04-12 00:00:00,1535.5,307.1,6.2995,员工薪酬及自筹资金,认购非公开发行,110.0,62.13,37.87
000600.SZ,建投能源,2016-03-25 00:00:00,2016-04-13 00:00:00,6200.0,705.35,0.39,员工薪酬及自筹资金,"竞价转让,定向受让",3818.0,94.44,5.56
300294.SZ,博雅生物,2016-03-28 00:00:00,2016-04-13 00:00:00,38980.0,,,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",232.0,22.78,77.22
300398.SZ,飞凯材料,2016-03-18 00:00:00,2016-04-14 00:00:00,2000.0,97.2,0.93,员工薪酬及自筹资金,竞价转让,70.0,79.07,20.93
300122.SZ,智飞生物,2016-03-30 00:00:00,2016-04-15 00:00:00,3330.0,500.5972,,员工薪酬及自筹资金,上市公司回购,500.0,97.3,2.7
